date,Country/Territory/Area,Total confirmed cases,Total deaths,Transmission classification,Days since last reported case,Total cases with travel history to China,Total cases with possible or confirmed transmission outside of China,Likely place of exposure: China,Likely place of exposure: Outside reporting country and outside China,Likely place of exposure: In reporting country,Total cases with site of transmission under investigation
2020/03/07,Armenia,1,0,Imported cases only,5,,,,,,
2020/03/07,Holy See,1,0,Under investigation,1,,,,,,
2020/03/07,Latvia,1,0,Imported cases only,4,,,,,,
2020/03/07,Liechtenstein,1,0,Imported cases only,1,,,,,,
2020/03/07,Lithuania,1,0,Imported cases only,8,,,,,,
2020/03/07,Monaco,1,0,Under investigation,6,,,,,,
2020/03/07,Serbia,1,0,Under investigation,1,,,,,,
2020/03/07,Slovakia,1,0,Local transmission,0,,,,,,
2020/03/07,Ukraine,1,0,Imported cases only,3,,,,,,
2020/03/07,Gibraltar,1,0,Under investigation,3,,,,,,
2020/03/07,Thailand,48,1,Local transmission,0,,,,,,
2020/03/07,India,31,0,Local transmission,0,,,,,,
2020/03/07,Indonesia,2,0,Local transmission,5,,,,,,
2020/03/07,Bhutan,1,0,Imported cases only,1,,,,,,
2020/03/07,Nepal,1,0,Imported cases only,43,,,,,,
2020/03/07,Sri Lanka,1,0,Imported cases only,40,,,,,,
2020/03/07,Iran (Islamic Republic of),4747,124,Local transmission,0,,,,,,
2020/03/07,Kuwait,58,0,Imported cases only,2,,,,,,
2020/03/07,Bahrain,49,0,Imported cases only,4,,,,,,
2020/03/07,United Arab Emirates,45,0,Local transmission,0,,,,,,
2020/03/07,Iraq,44,4,Imported cases only,0,,,,,,
2020/03/07,Lebanon,22,0,Local transmission,0,,,,,,
2020/03/07,Oman,16,0,Imported cases only,1,,,,,,
2020/03/07,Qatar,11,0,Imported cases only,0,,,,,,
2020/03/07,Saudi Arabia,8,0,Imported cases only,1,,,,,,
2020/03/07,Pakistan,5,0,Imported cases only,4,,,,,,
2020/03/07,Egypt,3,0,Imported cases only,1,,,,,,
2020/03/07,Morocco,2,0,Imported cases only,2,,,,,,
2020/03/07,Afghanistan,1,0,Imported cases only,12,,,,,,
2020/03/07,Jordan,1,0,Imported cases only,4,,,,,,
2020/03/07,Tunisia,1,0,Imported cases only,4,,,,,,
2020/03/07,Occupied Palestinian Territory,16,0,Local transmission,0,,,,,,
2020/03/07,United States of America,213,11,Local transmission,0,,,,,,
2020/03/07,Canada,51,0,Local transmission,0,,,,,,
2020/03/07,Ecuador,14,0,Local transmission,0,,,,,,
2020/03/07,Brazil,13,0,Imported cases only,0,,,,,,
2020/03/07,Chile,5,0,Imported cases only,0,,,,,,
2020/03/07,Mexico,5,0,Imported cases only,5,,,,,,
2020/03/07,Argentina,2,0,Imported cases only,0,,,,,,
2020/03/07,Colombia,1,0,Imported cases only,0,,,,,,
2020/03/07,Dominican Republic,1,0,Imported cases only,5,,,,,,
2020/03/07,Peru,1,0,Imported cases only,0,,,,,,
2020/03/07,Saint Martin,2,0,Under investigation,4,,,,,,
2020/03/07,Saint Barthelemy,1,0,Under investigation,4,,,,,,
2020/03/07,Algeria,17,0,Local transmission,0,,,,,,
2020/03/07,Senegal,4,0,Imported cases only,2,,,,,,
2020/03/07,Cameroon,2,0,Local transmission,0,,,,,,
2020/03/07,Nigeria,1,0,Imported cases only,8,,,,,,
2020/03/07,South Africa,1,0,Imported cases only,1,,,,,,
2020/03/07,Togo,1,0,Imported cases only,0,,,,,,
2020/03/07,International conveyance (Diamond Princess),696,6,Clusters of cases,1,,,,,,
2020/03/08,Republic of Korea,7134,50,Local transmission,0,,,,,,
2020/03/08,Japan,455,6,Local transmission,0,,,,,,
2020/03/08,Singapore,138,0,Local transmission,0,,,,,,
2020/03/08,Malaysia,93,0,Local transmission,0,,,,,,
2020/03/08,Australia,74,3,Local transmission,0,,,,,,
2020/03/08,Viet Nam,21,0,Local transmission,0,,,,,,
2020/03/08,Philippines,6,1,Local transmission,0,,,,,,
2020/03/08,New Zealand,5,0,Local transmission,1,,,,,,
2020/03/08,Cambodia,2,0,Local transmission,0,,,,,,
2020/03/08,Italy,5883,234,Local transmission,0,,,,,,
2020/03/08,Germany,795,0,Local transmission,0,,,,,,
2020/03/08,France,706,10,Local transmission,0,,,,,,
2020/03/08,Spain,430,5,Local transmission,0,,,,,,
2020/03/08,Switzerland,264,2,Local transmission,0,,,,,,
2020/03/08,The United Kingdom,210,2,Local transmission,0,,,,,,
2020/03/08,Netherlands,188,1,Local transmission,0,,,,,,
2020/03/08,Belgium,169,0,Local transmission,0,,,,,,
2020/03/08,Sweden,161,0,Local transmission,0,,,,,,
2020/03/08,Norway,147,0,Local transmission,0,,,,,,
2020/03/08,Austria,104,0,Local transmission,0,,,,,,
2020/03/08,Greece,66,0,Local transmission,0,,,,,,
2020/03/08,Iceland,45,0,Local transmission,1,,,,,,
2020/03/08,Denmark,31,0,Local transmission,0,,,,,,
2020/03/08,San Marino,27,1,Local transmission,0,,,,,,
2020/03/08,Czechia,26,0,Local transmission,0,,,,,,
2020/03/08,Israel,25,0,Local transmission,0,,,,,,
2020/03/08,Portugal,21,0,Local transmission,0,,,,,,
2020/03/08,Finland,19,0,Local transmission,1,,,,,,
2020/03/08,Ireland,19,0,Local transmission,0,,,,,,
2020/03/08,Romania,13,0,Local transmission,0,,,,,,
2020/03/08,Georgia,12,0,Imported cases only,0,,,,,,
2020/03/08,Slovenia,12,0,Local transmission,0,,,,,,
2020/03/08,Croatia,11,0,Local transmission,1,,,,,,
2020/03/08,Estonia,10,0,Imported cases only,1,,,,,,
2020/03/08,Azerbaijan,9,0,Imported cases only,1,,,,,,
2020/03/08,Hungary,7,0,Local transmission,0,,,,,,
2020/03/08,Russian Federation,7,0,Imported cases only,1,,,,,,
2020/03/08,Belarus,6,0,Local transmission,3,,,,,,
2020/03/08,Poland,6,0,Imported cases only,0,,,,,,
2020/03/08,Malta,3,0,Imported cases only,0,,,,,,
2020/03/08,North Macedonia,3,0,Imported cases only,1,,,,,,
2020/03/08,Slovakia,3,0,Local transmission,0,,,,,,
2020/03/08,Bosnia and Herzegovina,2,0,Local transmission,3,,,,,,
2020/03/08,Bulgaria,2,0,Local transmission,0,,,,,,
2020/03/08,Luxembourg,2,0,Imported cases only,1,,,,,,
2020/03/08,Andorra,1,0,Imported cases only,5,,,,,,
2020/03/08,Armenia,1,0,Imported cases only,6,,,,,,
2020/03/08,Holy See,1,0,Under investigation,2,,,,,,
2020/03/08,Latvia,1,0,Imported cases only,5,,,,,,
2020/03/08,Liechtenstein,1,0,Imported cases only,2,,,,,,
2020/03/08,Lithuania,1,0,Imported cases only,9,,,,,,
2020/03/08,Monaco,1,0,Under investigation,7,,,,,,
2020/03/08,Republic of Moldova,1,0,Imported cases only,0,,,,,,
2020/03/08,Serbia,1,0,Under investigation,2,,,,,,
2020/03/08,Ukraine,1,0,Imported cases only,4,,,,,,
2020/03/08,Faroe Islands,1,0,Imported cases only,2,,,,,,
2020/03/08,Gibraltar,1,0,Under investigation,4,,,,,,
2020/03/08,Thailand,50,1,Local transmission,0,,,,,,
2020/03/08,India,34,0,Local transmission,0,,,,,,
2020/03/08,Indonesia,4,0,Local transmission,1,,,,,,
2020/03/08,Maldives,2,0,Local transmission,0,,,,,,
2020/03/08,Bhutan,1,0,Imported cases only,2,,,,,,
2020/03/08,Nepal,1,0,Imported cases only,44,,,,,,
2020/03/08,Sri Lanka,1,0,Imported cases only,41,,,,,,
2020/03/08,Iran (Islamic Republic of),5823,145,Local transmission,0,,,,,,
2020/03/08,Kuwait,62,0,Imported cases only,0,,,,,,
2020/03/08,Bahrain,56,0,Imported cases only,0,,,,,,
2020/03/08,Iraq,54,4,Imported cases only,0,,,,,,
2020/03/08,Egypt,48,0,Local transmission††,0,,,,,,
2020/03/08,United Arab Emirates,45,0,Local transmission,1,,,,,,
2020/03/08,Lebanon,28,0,Local transmission,0,,,,,,
2020/03/08,Oman,16,0,Imported cases only,2,,,,,,
2020/03/08,Qatar,12,0,Imported cases only,0,,,,,,
2020/03/08,Saudi Arabia,7,0,Imported cases only,0,,,,,,
2020/03/08,Pakistan,5,0,Imported cases only,5,,,,,,
2020/03/08,Afghanistan,4,0,Imported cases only,0,,,,,,
2020/03/08,Morocco,2,0,Imported cases only,3,,,,,,
2020/03/08,Jordan,1,0,Imported cases only,5,,,,,,
2020/03/08,Tunisia,1,0,Imported cases only,5,,,,,,
2020/03/08,Occupied Palestinian Territory,16,0,Local transmission,1,,,,,,
2020/03/08,United States of America,213,11,Local transmission,1,,,,,,
2020/03/08,Canada,57,0,Local transmission,0,,,,,,
2020/03/08,Brazil,19,0,Local transmission,0,,,,,,
2020/03/08,Ecuador,14,0,Local transmission,1,,,,,,
2020/03/08,Argentina,9,1,Imported cases only,0,,,,,,
2020/03/08,Mexico,7,0,Imported cases only,0,,,,,,
2020/03/08,Peru,6,0,Local transmission,1,,,,,,
2020/03/08,Chile,5,0,Imported cases only,1,,,,,,
2020/03/08,Costa Rica,5,0,Imported cases only,0,,,,,,
2020/03/08,Colombia,1,0,Imported cases only,1,,,,,,
2020/03/08,Dominican Republic,1,0,Imported cases only,6,,,,,,
2020/03/08,French Guiana,5,0,Imported cases only,0,,,,,,
2020/03/08,Martinique,2,0,Imported cases only,0,,,,,,
2020/03/08,Saint Martin,2,0,Under investigation,5,,,,,,
2020/03/08,Saint Barthélemy,1,0,Under investigation,5,,,,,,
2020/03/08,Algeria,17,0,Local transmission,1,,,,,,
2020/03/08,Senegal,4,0,Imported cases only,3,,,,,,
2020/03/08,Cameroon,2,0,Local transmission,1,,,,,,
2020/03/08,South Africa,2,0,Imported cases only,0,,,,,,
2020/03/08,Nigeria,1,0,Imported cases only,9,,,,,,
2020/03/08,Togo,1,0,Imported cases only,1,,,,,,
2020/03/08,International conveyance (Diamond Princess),696,7,Local transmission,0,,,,,,
2020/03/09,Republic of Korea,7382,51,Local transmission,0,,,,,,
2020/03/09,Japan,488,7,Local transmission,0,,,,,,
2020/03/09,Singapore,150,0,Local transmission,0,,,,,,
2020/03/09,Malaysia,93,0,Local transmission,1,,,,,,
2020/03/09,Australia,77,3,Local transmission,0,,,,,,
2020/03/09,Viet Nam,30,0,Local transmission,0,,,,,,
2020/03/09,Philippines,10,1,Local transmission,0,,,,,,
2020/03/09,New Zealand,5,0,Local transmission,2,,,,,,
2020/03/09,Cambodia,2,0,Local transmission,1,,,,,,
2020/03/09,Italy,7375,366,Local transmission,0,,,,,,
2020/03/09,France,1116,19,Local transmission,0,,,,,,
2020/03/09,Germany,1112,0,Local transmission,0,,,,,,
2020/03/09,Spain,589,10,Local transmission,0,,,,,,
2020/03/09,Switzerland,332,2,Local transmission,0,,,,,,
2020/03/09,The United Kingdom,277,2,Local transmission,0,,,,,,
2020/03/09,Netherlands,265,3,Local transmission,0,,,,,,
2020/03/09,Sweden,203,0,Local transmission,0,,,,,,
2020/03/09,Belgium,200,0,Local transmission,0,,,,,,
2020/03/09,Norway,169,0,Local transmission,0,,,,,,
2020/03/09,Austria,112,0,Local transmission,0,,,,,,
2020/03/09,Greece,73,0,Local transmission,0,,,,,,
2020/03/09,Iceland,55,0,Local transmission,0,,,,,,
2020/03/09,Israel,39,0,Local transmission,0,,,,,,
2020/03/09,San Marino,37,1,Local transmission,0,,,,,,
2020/03/09,Denmark,36,0,Local transmission,0,,,,,,
2020/03/09,Czechia,32,0,Local transmission,0,,,,,,
2020/03/09,Finland,30,0,Local transmission,0,,,,,,
2020/03/09,Portugal,30,0,Local transmission,0,,,,,,
2020/03/09,Ireland,21,0,Local transmission,0,,,,,,
2020/03/09,Slovenia,16,0,Local transmission,0,,,,,,
2020/03/09,Romania,15,0,Local transmission,0,,,,,,
2020/03/09,Georgia,13,0,Imported cases only,0,,,,,,
2020/03/09,Croatia,11,0,Local transmission,2,,,,,,
2020/03/09,Poland,11,0,Imported cases only,0,,,,,,
2020/03/09,Estonia,10,0,Imported cases only,2,,,,,,
2020/03/09,Azerbaijan,9,0,Imported cases only,2,,,,,,
2020/03/09,Hungary,9,0,Local transmission,0,,,,,,
2020/03/09,Russian Federation,7,0,Imported cases only,2,,,,,,
2020/03/09,Belarus,6,0,Local transmission,4,,,,,,
2020/03/09,Slovakia,5,0,Local transmission,0,,,,,,
2020/03/09,Bulgaria,4,0,Local transmission,0,,,,,,
2020/03/09,Latvia,3,0,Imported cases only,0,,,,,,
2020/03/09,Malta,3,0,Imported cases only,1,,,,,,
2020/03/09,North Macedonia,3,0,Imported cases only,2,,,,,,
2020/03/09,Albania,2,0,Imported cases only,0,,,,,,
2020/03/09,Bosnia and Herzegovina,2,0,Local transmission,4,,,,,,
2020/03/09,Luxembourg,2,0,Imported cases only,2,,,,,,
2020/03/09,Andorra,1,0,Imported cases only,6,,,,,,
2020/03/09,Armenia,1,0,Imported cases only,7,,,,,,
2020/03/09,Holy See,1,0,Under investigation,3,,,,,,
2020/03/09,Liechtenstein,1,0,Imported cases only,3,,,,,,
2020/03/09,Lithuania,1,0,Imported cases only,10,,,,,,
2020/03/09,Monaco,1,0,Under investigation,8,,,,,,
2020/03/09,Republic of Moldova,1,0,Imported cases only,1,,,,,,
2020/03/09,Serbia,1,0,Under investigation,3,,,,,,
2020/03/09,Ukraine,1,0,Imported cases only,5,,,,,,
2020/03/09,Faroe Islands,2,0,Imported cases only,0,,,,,,
2020/03/09,Gibraltar,1,0,Under investigation,5,,,,,,
2020/03/09,Thailand,50,1,Local transmission,1,,,,,,
2020/03/09,India,43,0,Local transmission,0,,,,,,
2020/03/09,Indonesia,6,0,Local transmission,0,,,,,,
2020/03/09,Maldives,4,0,Local transmission,0,,,,,,
2020/03/09,Bangladesh,3,0,Local transmission,0,,,,,,
2020/03/09,Bhutan,1,0,Imported cases only,3,,,,,,
2020/03/09,Nepal,1,0,Imported cases only,45,,,,,,
2020/03/09,Sri Lanka,1,0,Imported cases only,42,,,,,,
2020/03/09,Iran (Islamic Republic of),6566,194,Local transmission,0,,,,,,
2020/03/09,Bahrain,79,0,Local transmission,0,,,,,,
2020/03/09,Kuwait,64,0,Imported cases only,0,,,,,,
2020/03/09,Iraq,60,6,Local transmission,0,,,,,,
2020/03/09,Egypt,55,1,Local transmission,0,,,,,,
2020/03/09,United Arab Emirates,45,0,Local transmission,2,,,,,,
2020/03/09,Lebanon,32,0,Local transmission,0,,,,,,
2020/03/09,Oman,16,0,Imported cases only,3,,,,,,
2020/03/09,Qatar,15,0,Imported cases only,0,,,,,,
2020/03/09,Saudi Arabia,15,0,Imported cases only,0,,,,,,
2020/03/09,Pakistan,6,0,Imported cases only,0,,,,,,
2020/03/09,Afghanistan,4,0,Imported cases only,1,,,,,,
2020/03/09,Morocco,2,0,Imported cases only,4,,,,,,
2020/03/09,Tunisia,2,0,Imported cases only,0,,,,,,
2020/03/09,Jordan,1,0,Imported cases only,6,,,,,,
2020/03/09,occupied Palestinian territory,19,0,Local transmission,0,,,,,,
2020/03/09,United States of America,213,11,Local transmission,2,,,,,,
2020/03/09,Canada,62,0,Local transmission,0,,,,,,
2020/03/09,Brazil,25,0,Local transmission,0,,,,,,
2020/03/09,Ecuador,15,0,Local transmission,0,,,,,,
2020/03/09,Argentina,12,1,Imported cases only,0,,,,,,
2020/03/09,Chile,10,0,Local transmission,0,,,,,,
2020/03/09,Costa Rica,9,0,Local transmission,0,,,,,,
2020/03/09,Mexico,7,0,Imported cases only,1,,,,,,
2020/03/09,Peru,6,0,Local transmission,2,,,,,,
2020/03/09,Colombia,1,0,Imported cases only,2,,,,,,
2020/03/09,Dominican Republic,1,0,Imported cases only,7,,,,,,
2020/03/09,Paraguay,1,0,Imported cases only,0,,,,,,
2020/03/09,French Guiana,5,0,Imported cases only,1,,,,,,
2020/03/09,Martinique,2,0,Imported cases only,1,,,,,,
2020/03/09,Saint Martin,2,0,Under investigation,6,,,,,,
2020/03/09,Saint Barthelemy,1,0,Under investigation,6,,,,,,
2020/03/09,Algeria,20,0,Local transmission,0,,,,,,
2020/03/09,Senegal,4,0,Imported cases only,4,,,,,,
2020/03/09,South Africa,3,0,Imported cases only,0,,,,,,
2020/03/09,Cameroon,2,0,Local transmission,2,,,,,,
2020/03/09,Nigeria,2,0,Imported cases only,0,,,,,,
2020/03/09,Togo,1,0,Imported cases only,2,,,,,,
2020/03/09,International conveyance (Diamond Princess),696,7,Local transmission,1,,,,,,
2020/03/10,Republic of Korea,7513,54,Local transmission,0,,,,,,
2020/03/10,Japan,514,9,Local transmission,0,,,,,,
2020/03/10,Singapore,160,0,Local transmission,0,,,,,,
2020/03/10,Malaysia,117,0,Local transmission,0,,,,,,
2020/03/10,Australia,92,3,Local transmission,0,,,,,,
2020/03/10,Philippines,33,1,Local transmission,0,,,,,,
2020/03/10,Viet Nam,31,0,Local transmission,0,,,,,,
2020/03/10,New Zealand,5,0,Local transmission,3,,,,,,
2020/03/10,Cambodia,2,0,Local transmission,2,,,,,,
2020/03/10,Brunei Darussalam,1,0,Imported cases only,0,,,,,,
2020/03/10,Mongolia,1,0,Imported cases only,0,,,,,,
2020/03/10,Italy,9172,463,Local transmission,0,,,,,,
2020/03/10,France,1402,30,Local transmission,0,,,,,,
2020/03/10,Germany,1139,2,Local transmission,0,,,,,,
2020/03/10,Spain,1024,28,Local transmission,0,,,,,,
2020/03/10,Switzerland,332,2,Local transmission,1,,,,,,
2020/03/10,The United Kingdom,323,3,Local transmission,0,,,,,,
2020/03/10,Netherlands,321,3,Local transmission,0,,,,,,
2020/03/10,Sweden,248,0,Local transmission,0,,,,,,
2020/03/10,Belgium,239,0,Local transmission,0,,,,,,
2020/03/10,Norway,192,0,Local transmission,0,,,,,,
2020/03/10,Austria,131,0,Local transmission,0,,,,,,
2020/03/10,Denmark,90,0,Local transmission,0,,,,,,
2020/03/10,Greece,73,0,Local transmission,1,,,,,,
2020/03/10,Iceland,55,0,Local transmission,2,,,,,,
2020/03/10,San Marino,49,2,Local transmission,0,,,,,,
2020/03/10,Finland,40,0,Local transmission,0,,,,,,
2020/03/10,Israel,39,0,Local transmission,1,,,,,,
2020/03/10,Czechia,38,0,Local transmission,0,,,,,,
2020/03/10,Portugal,30,0,Local transmission,1,,,,,,
2020/03/10,Ireland,24,0,Local transmission,0,,,,,,
2020/03/10,Slovenia,23,0,Local transmission,0,,,,,,
2020/03/10,Poland,16,0,Local transmission,0,,,,,,
2020/03/10,Georgia,15,0,Imported cases only,0,,,,,,
2020/03/10,Romania,15,0,Local transmission,1,,,,,,
2020/03/10,Croatia,12,0,Local transmission,0,,,,,,
2020/03/10,Estonia,10,0,Imported cases only,3,,,,,,
2020/03/10,Azerbaijan,9,0,Imported cases only,3,,,,,,
2020/03/10,Hungary,9,0,Local transmission,1,,,,,,
2020/03/10,North Macedonia,7,0,Local transmission,0,,,,,,
2020/03/10,Russian Federation,7,0,Imported cases only,3,,,,,,
2020/03/10,Slovakia,7,0,Local transmission,0,,,,,,
2020/03/10,Belarus,6,0,Local transmission,5,,,,,,
2020/03/10,Latvia,6,0,Imported cases only,0,,,,,,
2020/03/10,Luxembourg,5,0,Imported cases only,0,,,,,,
2020/03/10,Bulgaria,4,0,Local transmission,2,,,,,,
2020/03/10,Malta,4,0,Imported cases only,0,,,,,,
2020/03/10,Albania,2,0,Imported cases only,1,,,,,,
2020/03/10,Bosnia and Herzegovina,2,0,Local transmission,5,,,,,,
2020/03/10,Cyprus,2,0,Imported cases only,0,,,,,,
2020/03/10,Andorra,1,0,Imported cases only,7,,,,,,
2020/03/10,Armenia,1,0,Imported cases only,8,,,,,,
2020/03/10,Holy See,1,0,Under investigation,4,,,,,,
2020/03/10,Liechtenstein,1,0,Imported cases only,4,,,,,,
2020/03/10,Lithuania,1,0,Imported cases only,11,,,,,,
2020/03/10,Monaco,1,0,Under investigation,9,,,,,,
2020/03/10,Republic of Moldova,1,0,Imported cases only,2,,,,,,
2020/03/10,Serbia,1,0,Under investigation,4,,,,,,
2020/03/10,Ukraine,1,0,Imported cases only,6,,,,,,
2020/03/10,Faroe Islands,2,0,Imported cases only,1,,,,,,
2020/03/10,Gibraltar,1,0,Under investigation,6,,,,,,
2020/03/10,Guernsey,1,0,Imported cases only,0,,,,,,
2020/03/10,Thailand,53,1,Local transmission,0,,,,,,
2020/03/10,India,44,0,Local transmission,0,,,,,,
2020/03/10,Indonesia,19,0,Local transmission,0,,,,,,
2020/03/10,Maldives,4,0,Local transmission,1,,,,,,
2020/03/10,Bangladesh,3,0,Local transmission,1,,,,,,
2020/03/10,Bhutan,1,0,Imported cases only,4,,,,,,
2020/03/10,Nepal,1,0,Imported cases only,46,,,,,,
2020/03/10,Sri Lanka,1,0,Imported cases only,43,,,,,,
2020/03/10,Iran (Islamic Republic of),7161,237,Local transmission,0,,,,,,
2020/03/10,Bahrain,109,0,Local transmission,0,,,,,,
2020/03/10,Kuwait,65,0,Imported cases only,0,,,,,,
2020/03/10,Iraq,61,6,Local transmission,0,,,,,,
2020/03/10,Egypt,59,1,Local transmission,0,,,,,,
2020/03/10,United Arab Emirates,59,0,Local transmission,0,,,,,,
2020/03/10,Lebanon,41,0,Local transmission,0,,,,,,
2020/03/10,Oman,18,0,Imported cases only,0,,,,,,
2020/03/10,Qatar,18,0,Imported cases only,0,,,,,,
2020/03/10,Pakistan,16,0,Local transmission,0,,,,,,
2020/03/10,Saudi Arabia,15,0,Imported cases only,1,,,,,,
2020/03/10,Afghanistan,4,0,Imported cases only,2,,,,,,
2020/03/10,Morocco,2,0,Imported cases only,5,,,,,,
2020/03/10,Tunisia,2,0,Imported cases only,1,,,,,,
2020/03/10,Jordan,1,0,Imported cases only,7,,,,,,
2020/03/10,occupied Palestinian territory,26,0,Local transmission,0,,,,,,
2020/03/10,United States of America,472,19,Local transmission,0,,,,,,
2020/03/10,Canada,77,0,Local transmission,0,,,,,,
2020/03/10,Brazil,25,0,Local transmission,1,,,,,,
2020/03/10,Ecuador,15,0,Local transmission,1,,,,,,
2020/03/10,Chile,13,0,Local transmission,0,,,,,,
2020/03/10,Argentina,12,1,Imported cases only,1,,,,,,
2020/03/10,Costa Rica,9,0,Local transmission,1,,,,,,
2020/03/10,Peru,9,0,Local transmission,0,,,,,,
2020/03/10,Mexico,7,0,Imported cases only,2,,,,,,
2020/03/10,Dominican Republic,5,0,Imported cases only,0,,,,,,
2020/03/10,Colombia,3,0,Imported cases only,0,,,,,,
2020/03/10,Panama,1,0,Imported cases only,0,,,,,,
2020/03/10,Paraguay,1,0,Imported cases only,1,,,,,,
2020/03/10,French Guiana,5,0,Imported cases only,2,,,,,,
2020/03/10,Martinique,2,0,Imported cases only,2,,,,,,
2020/03/10,Saint Martin,2,0,Under investigation,7,,,,,,
2020/03/10,Saint Barthelemy,1,0,Under investigation,7,,,,,,
2020/03/10,Algeria,20,0,Local transmission,1,,,,,,
2020/03/10,South Africa,7,0,Imported cases only,0,,,,,,
2020/03/10,Senegal,4,0,Imported cases only,5,,,,,,
2020/03/10,Cameroon,2,0,Local transmission,3,,,,,,
2020/03/10,Nigeria,2,0,Imported cases only,1,,,,,,
2020/03/10,Togo,1,0,Imported cases only,3,,,,,,
2020/03/10,International conveyance (Diamond Princess),696,7,Local transmission,2,,,,,,
2020/03/11,Republic of Korea,7755,60,Local transmission,0,,,,,,
2020/03/11,Japan,568,12,Local transmission,0,,,,,,
2020/03/11,Singapore,166,0,Local transmission,0,,,,,,
2020/03/11,Malaysia,129,0,Local transmission,0,,,,,,
2020/03/11,Australia,112,3,Local transmission,0,,,,,,
2020/03/11,Philippines,49,1,Local transmission,0,,,,,,
2020/03/11,Viet Nam,35,0,Local transmission,0,,,,,,
2020/03/11,New Zealand,5,0,Local transmission,4,,,,,,
2020/03/11,Cambodia,3,0,Local transmission,0,,,,,,
2020/03/11,Brunei Darussalam,1,0,Imported cases only,1,,,,,,
2020/03/11,Mongolia,1,0,Imported cases only,1,,,,,,
2020/03/11,Italy,10149,631,Local transmission,0,,,,,,
2020/03/11,France,1774,33,Local transmission,0,,,,,,
2020/03/11,Spain,1639,36,Local transmission,0,,,,,,
2020/03/11,Germany,1296,2,Local transmission,0,,,,,,
2020/03/11,Switzerland,491,3,Local transmission,0,,,,,,
2020/03/11,Netherlands,382,4,Local transmission,0,,,,,,
2020/03/11,The United Kingdom,373,6,Local transmission,0,,,,,,
2020/03/11,Sweden,326,0,Local transmission,0,,,,,,
2020/03/11,Norway,277,0,Local transmission,0,,,,,,
2020/03/11,Belgium,267,0,Local transmission,0,,,,,,
2020/03/11,Denmark,262,0,Local transmission,0,,,,,,
2020/03/11,Austria,182,0,Local transmission,0,,,,,,
2020/03/11,Greece,89,0,Local transmission,0,,,,,,
2020/03/11,Israel,75,0,Local transmission,0,,,,,,
2020/03/11,San Marino,63,2,Local transmission,0,,,,,,
2020/03/11,Czechia,61,0,Local transmission,0,,,,,,
2020/03/11,Iceland,61,0,Local transmission,1,,,,,,
2020/03/11,Portugal,41,0,Local transmission,0,,,,,,
2020/03/11,Finland,40,0,Local transmission,1,,,,,,
2020/03/11,Ireland,34,0,Local transmission,0,,,,,,
2020/03/11,Slovenia,31,0,Local transmission,0,,,,,,
2020/03/11,Romania,25,0,Local transmission,0,,,,,,
2020/03/11,Georgia,23,0,Imported cases only,0,,,,,,
2020/03/11,Poland,22,0,Local transmission,0,,,,,,
2020/03/11,Croatia,16,0,Local transmission,0,,,,,,
2020/03/11,Estonia,13,0,Imported cases only,0,,,,,,
2020/03/11,Hungary,13,0,Local transmission,0,,,,,,
2020/03/11,Serbia,12,0,Local transmission,0,,,,,,
2020/03/11,Albania,10,0,Local transmission,0,,,,,,
2020/03/11,Bulgaria,6,0,Local transmission,0,,,,,,
2020/03/11,Azerbaijan,9,0,Imported cases only,4,,,,,,
2020/03/11,Belarus,9,0,Local transmission,0,,,,,,
2020/03/11,Latvia,8,0,Imported cases only,0,,,,,,
2020/03/11,North Macedonia,7,0,Local transmission,1,,,,,,
2020/03/11,Russian Federation,7,0,Imported cases only,4,,,,,,
2020/03/11,Slovakia,7,0,Local transmission,1,,,,,,
2020/03/11,Luxembourg,5,0,Imported cases only,1,,,,,,
2020/03/11,Bosnia and Herzegovina,4,0,Local transmission,0,,,,,,
2020/03/11,Malta,4,0,Imported cases only,1,,,,,,
2020/03/11,Republic of Moldova,3,0,Imported cases only,0,,,,,,
2020/03/11,Cyprus,2,0,Imported cases only,1,,,,,,
2020/03/11,Andorra,1,0,Imported cases only,8,,,,,,
2020/03/11,Armenia,1,0,Imported cases only,9,,,,,,
2020/03/11,Holy See,1,0,Under investigation,5,,,,,,
2020/03/11,Liechtenstein,1,0,Imported cases only,5,,,,,,
2020/03/11,Lithuania,1,0,Imported cases only,12,,,,,,
2020/03/11,Monaco,1,0,Under investigation,10,,,,,,
2020/03/11,Ukraine,1,0,Imported cases only,7,,,,,,
2020/03/11,Faroe Islands,2,0,Imported cases only,2,,,,,,
2020/03/11,Gibraltar,1,0,Under investigation,7,,,,,,
2020/03/11,Guernsey,1,0,Imported cases only,1,,,,,,
2020/03/11,India,60,0,Local transmission,0,,,,,,
2020/03/11,Thailand,59,1,Local transmission,0,,,,,,
2020/03/11,Indonesia,27,1,Local transmission,0,,,,,,
2020/03/11,Maldives,8,0,Local transmission,0,,,,,,
2020/03/11,Bangladesh,3,0,Local transmission,2,,,,,,
2020/03/11,Bhutan,1,0,Imported cases only,5,,,,,,
2020/03/11,Nepal,1,0,Imported cases only,47,,,,,,
2020/03/11,Sri Lanka,1,0,Imported cases only,44,,,,,,
2020/03/11,Iran (Islamic Republic of),8042,291,Local transmission,0,,,,,,
2020/03/11,Bahrain,110,0,Local transmission,0,,,,,,
2020/03/11,United Arab Emirates,74,0,Local transmission,0,,,,,,
2020/03/11,Kuwait,69,0,Imported cases only,0,,,,,,
